date,split,S,K,T,r,sigma_used,log_moneyness,bs_price,mc_price,abs_error
2023-01-06 05:00:00,test,128.27110290527344,115.4439926147461,0.5,0.03,0.3439297427221118,0.10536051565782635,20.379986244432843,20.159548309051207,0.2204379353816357
2023-01-06 05:00:00,test,128.27110290527344,128.27110290527344,0.5,0.03,0.3439297427221118,0.0,13.300119024106301,13.463072707187168,0.16295368308086644
2023-01-06 05:00:00,test,128.27110290527344,141.09821319580078,0.5,0.03,0.3439297427221118,-0.0953101798043249,8.265172686308155,8.211544183363438,0.05362850294471677
2023-01-06 05:00:00,test,128.27110290527344,153.92532348632812,0.5,0.03,0.3439297427221118,-0.1823215567939546,4.924667129343014,4.897021488926143,0.02764564041687123
2023-01-06 05:00:00,test,128.27110290527344,102.61688232421875,1.0,0.03,0.3439297427221118,0.22314355131420976,33.86569764272126,33.842993406176696,0.02270423654456266
2023-01-06 05:00:00,test,128.27110290527344,115.4439926147461,1.0,0.03,0.3439297427221118,0.10536051565782635,25.76408925425875,25.87888095585051,0.11479170159175922
2023-01-06 05:00:00,test,128.27110290527344,128.27110290527344,1.0,0.03,0.3439297427221118,0.0,19.215117502658558,19.015737244925855,0.1993802577327024
2023-01-06 05:00:00,test,128.27110290527344,141.09821319580078,1.0,0.03,0.3439297427221118,-0.0953101798043249,14.09806057496823,14.243543479080103,0.1454829041118728
2023-01-06 05:00:00,test,128.27110290527344,153.92532348632812,1.0,0.03,0.3439297427221118,-0.1823215567939546,10.208543720815968,10.069065620131306,0.13947810068466104
2023-01-06 05:00:00,test,128.27110290527344,102.61688232421875,2.0,0.03,0.3439297427221118,0.22314355131420976,40.88577967661178,40.90295180466589,0.017172128054106395
2023-01-06 05:00:00,test,128.27110290527344,115.4439926147461,2.0,0.03,0.3439297427221118,0.10536051565782635,33.81771581120255,33.45032640772014,0.3673894034824059
2023-01-06 05:00:00,test,128.27110290527344,128.27110290527344,2.0,0.03,0.3439297427221118,0.0,27.842259678534383,27.4758865537183,0.3663731248160822
2023-01-06 05:00:00,test,128.27110290527344,141.09821319580078,2.0,0.03,0.3439297427221118,-0.0953101798043249,22.84934432024189,22.754122953410906,0.09522136683098381
2023-01-06 05:00:00,test,128.27110290527344,153.92532348632812,2.0,0.03,0.3439297427221118,-0.1823215567939546,18.713431675386104,17.6405944211343,1.0728372542518052
2023-02-06 05:00:00,test,150.15101623535156,120.12081298828126,0.25,0.03,0.2944845403613792,0.22314355131420976,31.422138859943672,31.239327786009937,0.18281107393373475
2023-02-06 05:00:00,test,150.15101623535156,135.13591461181642,0.25,0.03,0.2944845403613792,0.10536051565782614,18.684175031981965,18.642780966019586,0.041394065962379045
2023-02-06 05:00:00,test,150.15101623535156,150.15101623535156,0.25,0.03,0.2944845403613792,0.0,9.351489010950658,9.43617205293144,0.08468304198078158
2023-02-06 05:00:00,test,150.15101623535156,165.16611785888674,0.25,0.03,0.2944845403613792,-0.09531017980432502,3.913862505592455,3.9366859271363084,0.022823421543853417
2023-02-06 05:00:00,test,150.15101623535156,180.18121948242188,0.25,0.03,0.2944845403613792,-0.1823215567939547,1.386743698823956,1.446781527059547,0.060037828235590895
2023-02-06 05:00:00,test,150.15101623535156,120.12081298828126,0.5,0.03,0.2944845403613792,0.22314355131420976,33.55825369863521,33.88669426803769,0.3284405694024741
2023-02-06 05:00:00,test,150.15101623535156,135.13591461181642,0.5,0.03,0.2944845403613792,0.10536051565782614,22.157856599783813,22.00005115710504,0.1578054426787716
2023-02-06 05:00:00,test,150.15101623535156,150.15101623535156,0.5,0.03,0.2944845403613792,0.0,13.507906644919572,13.452538636010804,0.055368008908768473
2023-02-06 05:00:00,test,150.15101623535156,165.16611785888674,0.5,0.03,0.2944845403613792,-0.09531017980432502,7.642348398504538,7.678934165976729,0.03658576747219122
2023-02-06 05:00:00,test,150.15101623535156,180.18121948242188,0.5,0.03,0.2944845403613792,-0.1823215567939547,4.048017552070604,4.085134319257352,0.037116767186748056
2023-02-06 05:00:00,test,150.15101623535156,120.12081298828126,1.0,0.03,0.2944845403613792,0.22314355131420976,37.76381411643638,37.974058765370444,0.21024464893406503
2023-02-06 05:00:00,test,150.15101623535156,135.13591461181642,1.0,0.03,0.2944845403613792,0.10536051565782614,27.662182386405092,27.163153134816127,0.49902925158896494
2023-02-06 05:00:00,test,150.15101623535156,150.15101623535156,1.0,0.03,0.2944845403613792,0.0,19.624766784731122,19.843212275519896,0.21844549078877407
2023-02-06 05:00:00,test,150.15101623535156,165.16611785888674,1.0,0.03,0.2944845403613792,-0.09531017980432502,13.54444401119683,13.821276414388107,0.27683240319127655
2023-02-06 05:00:00,test,150.15101623535156,180.18121948242188,1.0,0.03,0.2944845403613792,-0.1823215567939547,9.135575170991629,9.018150718820841,0.11742445217078767
2023-02-06 05:00:00,test,150.15101623535156,120.12081298828126,2.0,0.03,0.2944845403613792,0.22314355131420976,44.95173171775426,45.54204506966539,0.590313351911135
2023-02-06 05:00:00,test,150.15101623535156,135.13591461181642,2.0,0.03,0.2944845403613792,0.10536051565782614,36.07240515063194,35.67261639597464,0.399788754657294
2023-02-06 05:00:00,test,150.15101623535156,150.15101623535156,2.0,0.03,0.2944845403613792,0.0,28.664070141232003,28.92245815046753,0.25838800923552796
2023-02-06 05:00:00,test,150.15101623535156,165.16611785888674,2.0,0.03,0.2944845403613792,-0.09531017980432502,22.60379458733292,23.312732066522905,0.7089374791899843
2023-02-06 05:00:00,test,150.15101623535156,180.18121948242188,2.0,0.03,0.2944845403613792,-0.1823215567939547,17.72222674391309,17.68639283596394,0.035833907949150756
2023-03-07 05:00:00,test,150.25144958496094,120.20115966796875,0.25,0.03,0.2588697658912149,0.22314355131420976,31.20688191335219,31.292804651366986,0.08592273801479422
2023-03-07 05:00:00,test,150.25144958496094,135.22630462646484,0.25,0.03,0.2588697658912149,0.10536051565782635,17.975922712208572,17.974255268221064,0.0016674439875075109
2023-03-07 05:00:00,test,150.25144958496094,150.25144958496094,0.25,0.03,0.2588697658912149,0.0,8.29844379251648,8.39529944994025,0.09685565742377023
